<<<<<<< HEAD
offensive,class,tokenized,clean_tweet
No,2,"['noth', 'say', 'teabagg', 'like', 'millionair', 'complain', 'broke', 'huh', 'give', 'break', 'lol']",nothing says teabagger like millionaire complaining broke huh give break lol
Yes,1,"['hoe', 'nip']",hoe nipping
Yes,1,"['knew', 'bitch', 'colleg', 'sold', 'pussi', 'favor']", knew bitch college sold pussy favors
No,2,"['conan', 'obrien', 'need', 'get', 'life', 'millionmonkey', 'food', 'mayb']",conan obrien needs get life millionmonkey food maybe
No,2,"['surviv', 'swine', 'flu', 'bird', 'flu', 'west', 'nile', 'bloomberg', 'administr', 'ill', 'fineth', 'abort', 'surviv', 'cant', 'get']",survived swine flu bird flu west nile bloomberg administration ill finethe abortion survival cant get
No,2,"['oreo', 'ice', 'cream', 'cake', 'httptcoqpdelzai']", oreo ice cream cake httptcoqpdelzai
Yes,1,"['dont', 'kiss', 'none', 'hoe']",dont kiss none hoes
Yes,1,"['bruh', 'yall', 'bitch', 'lucki', 'realiz', 'tisk', 'tisk']", bruh yall bitches lucky realize tisk tisk
Yes,1,"['ladi', 'lmaooo', 'rt', 'pussi', 'better', 'person']",ladies lmaooo rt pussy better personality
No,2,"['well', 'dirti', 'bird', 'could', 'middl', 'finger', 'sinc', 'phallic', 'give', 'bird', 'necessarili', 'wobblewibbl']",well dirty bird could middle finger since phallic giving bird necessarily wobblewibbler
No,2,"['mark', 'teixeira', 'final', 'step', 'hr', 'coupl', 'bb']",mark teixeira finally stepping hr couple bbs
No,2,"['ime', 'amend', 'th', 'amend', 'written', 'protect', 'newli', 'freed', 'ex', 'slave', 'live', 'purpos', 'time', 'end', 'anchor', 'babi', 'loophol']",ime amend th amendment written protect newly freed ex slaves lived purpose time end anchor baby loophole
Yes,1,"['uth', 'hurt', 'nigguh']",uth hurts nigguh
Yes,1,"['hoe', 'show', 'uninvit', 'one', 'day', 'as', 'wont', 'come', 'outsid', 'tho']",hoe show uninvited one day ass wont come outside tho
No,2,"['ha', 'im', 'actual', 'go', 'see', 'yanke', 'game', 'weird', 'sound', 'uncl', 'hous', 'nj', 'hour', 'away']",ha im actually going see yankee game weird sounds uncles house nj hour away
Yes,1,"['damn', 'girl', 'u', 'straight', 'hoe']", damn girl u straight hoe
Yes,1,"['biiiiitch', 'hoe', 'look', 'perfect', 'haha', 'iight']",biiiiitch hoe looks perfect haha iight
No,2,"['perfect', 'gift', 'jihadi', 'shop', 'list', 'httptcowtnolosyt', 'httptcoautavoegu']",perfect gift jihadi shopping list httptcowtnolosyt httptcoautavoegu
No,2,"['parqu', 'de', 'atraccion', 'abandonado', 'en', 'japn', 'httptcodnjiidf']", parque de atracciones abandonado en japn httptcodnjiidf
Yes,1,"['nope', 'btw', 'you', 'hoe', 'lol']",nope btw yous hoe lol
Yes,1,"['fake', 'bitch', 'dont', 'want', 'hug']",fake bitches dont want hugs
Yes,1,"['fuck', 'em', 'right', 'pussi']",fuck em right pussy
No,2,"['breakfast', 'champion', 'shrimp', 'lobster', 'ball', 'sanduski', 'french', 'fri', 'nd', 'nice', 'big', 'quahog', 'clam', 'httptcouajukcoafv']",breakfast champions shrimp lobster balls sandusky french fries nd nice big quahog clam httptcouajukcoafv
Yes,1,"['harri', 'must', 'thincc', 'im', 'bitch', 'fall', 'bacc', 'ah', 'sum', 'boi', 'byeeeee']",harry must thincc im bitch fall bacc ah sum boi byeeeee
Yes,1,"['want', 'hoe', 'back']",want hoes back
No,2,"['weird', 'miss', 'robertson', 'screwdriv', 'gt', 'toqu', 'mickey', 'ten', 'canadian', 'httptcolufacmlo', 'via']",weird miss robertson screwdrivers gt toque mickey ten canadianisms httptcolufacmlo via
Yes,1,"['ok', 'rightw', 'teabagg', 'gun', 'nut', 'like', 'harri', 'hell', 'even', 'fuck', 'cop']",ok rightwing teabaggers gun nuts like harris hell even fucking cops
No,2,"['avioli', 'stuf', 'wit', 'lobster', 'nd', 'nice', 'stuf', 'clam', 'betterthanamobst', 'httptcopzdoesar']",avioli stuffed wit lobster nd nice stuffed clam betterthanamobster httptcopzdoesar
No,2,"['make', 'feel', 'warm', 'fuzzi', 'insid']",make feel warm fuzzy inside
No,2,"['pearl', 'jam', 'yellow', 'ledbettergt']",pearl jam yellow ledbettergt
No,2,"['mash', 'potato', 'string', 'bean', 'yellow', 'rice', 'chicken']",mashed potatoes string beans yellow rice chicken
No,2,"['beani', 'cum', 'real', 'soon', 'httptcoglljaqbti']",beanies cumming real soon httptcoglljaqbty
Yes,1,"['bitch', 'tri', 'act', 'like', 'pictur']",bitches trying act like picture
No,2,"['ain', 'station', 'harri', 'trash', 'ive', 'eurostar', 'refund', 'whole', 'trip', 'pari', 'bc', 'train', 'accid']",ain station harrys trash ive eurostar refunded whole trip paris bc train accident
Yes,1,"['bitch', 'keep', 'talk']",bitch keep talking
Yes,1,"['make', 'bitch', 'famou']",make bitch famous
No,2,"['art', 'thou', 'bird', 'man', 'love', 'bestth', 'piou', 'bird', 'scarlet', 'breast', 'robinthat', 'leav', 'summer', 'wind', 'sob']", art thou bird man loves bestthe pious bird scarlet breast robinthat leaves summer winds sobbing
No,2,['nicca'],nicca
Yes,1,"['well', 'fuck', 'yu', 'bitch']",well fuck yu bitch
No,2,['anni'],anny
No,2,"['charli', 'parr', 'mountain', 'top', 'music', 'fest', 'httptcobguwdpznn']",charlie parr mountain top music fest httptcobguwdpznn
Yes,1,"['catchin', 'bitch', 'bitch', 'catchin', 'feel']", catchin bitches bitches catchin feelings
No,2,"['gone', 'bust', 'open', 'real', 'nicca']",gone bust open real nicca
Yes,1,"['bitch', 'lol']", bitch lol
No,2,"['browni', 'httptcoiyqrbnamf']",brownies httptcoiyqrbnamf
Yes,1,"['good', 'match', 'cuz', 'retardedn', 'weed']",good match cuz retardedn weed
No,2,"['well', 'jenna', 'get', 'yellow', 'lab', 'know', 'ill', 'whenev', 'im', 'home']",well jennas getting yellow lab know ill whenever im home
No,2,"['ash', 'rt', 'cari', 'williamsc', 'got', 'carri', 'lol']",ash rt cary williamsc got carried lol
Yes,1,"['bruhhh', 'im', 'joke', 'dont', 'pop', 'trunk', 'im', 'bitch', 'as', 'niiiieeegggaaa']",bruhhh im joking dont pop trunk im bitch ass niiiieeegggaaa
No,2,"['ead', 'wo', 'slant', 'orig', 'statement', 'said', 'everyth', 'havethat', 'extrem', 'comment', 'made']",ead wo slant orig statement said everything havethat extreme comment made
No,2,"['pharaoh', 'nd', 'angri', 'bird', 'httptcojmcerka']",pharaohs nd angry bird httptcojmcerka
No,2,"['yanke', 'make', 'playoff', 'properli', 'honor', 'jeter', 'rt', 'oriol', 'win']", yankees make playoffs properly honor jeter rt orioles win
No,2,"['bother', 'anyon', 'el', 'planet', 'ape', 'timelin', 'make', 'sen']",bother anyone else planet apes timeline makes sense
No,2,"['agre', 'charli', 'he', 'spot', 'httptcolcmveim']", agree charlie hes spot httptcolcmveim
No,2,"['didnt', 'make', 'game', 'last', 'season', 'look', 'astro', 'open', 'yanke', 'st', 'april']",didnt make games last season looked astros open yankees st april
No,2,"['hiho', 'httptcoficfnrutz']",hiho httptcoficfnrutz
Yes,1,"['hate', 'break', 'news', 'u', 'spam', 'bro', 'rt', 'dyke', 'tuck', 'titti', 'winter', 'start', 'call', 'mr']", hate break news u spam bro rt dyke tuck titties winter start calling mr
Yes,1,"['ima', 'buy', 'dat', 'bitch', 'jump', 'rope', 'bitch', 'live', 'jumpin', 'conclus']", ima buy dat bitch jump rope bitches live jumpin conclusions
No,2,"['lester', 'parasit', 'spider', 'monkey', 'redeem', 'qualiti', 'ran', 'boat', 'amp', 'boat', 'attract', 'woman']", lester parasitic spider monkey redeeming quality ran boat amp boat attracted women
No,2,"['dont', 'trash']",dont trash
Yes,1,"['got', 'hit', 'today', 'im', 'back', 'bitch', 'die']", got hit today im back bitches dies
No,2,"['im', 'cross', 'eye', 'im', 'albino', 'cant', 'control']", im crossed eyed im albino cant control
Yes,1,"['swear', 'bitch', 'talk', 'love', 'attitud', 'bruh']", swear bitch talk love attitude bruh
No,2,"['rihanna', 'realli', 'trash']", rihanna really trash
Yes,1,"['miss', 'bitch']",miss bitch
No,2,"['word', 'ur', 'decis', 'includ', 'anchor', 'feather', 'infin', 'sign', 'bird']",word ur decisions include anchor feather infinity sign bird
No,2,"['laker', 'fan', 'feel', 'pain', 'yanke', 'fan', 'feel', 'today', 'end', 'basketbal', 'season']",lakers fans feel pain yankees fans feeling today end basketball season
No,2,['greaser'],greaser
Yes,1,"['never', 'put', 'much', 'relationship', 'unless', 'bitch', 'actual', 'put', 'effort']",never put much relationship unless bitch actually puts effort
No,2,"['intern', 'polic', 'oper', 'disrupt', 'shylock', 'bank', 'trojan', 'computerworld', 'guardianintern', 'poli', 'httptcozibnjmiilj']",international police operation disrupts shylock banking trojan computerworld guardianinternational poli httptcozibnjmiilj
No,2,"['wouldnt', 'share', 'wave', 'trash', 'can']",wouldnt share wave trash cans
Yes,1,"['aight', 'bet', 'bitch']",aight bet bitch
No,2,"['im', 'make', 'pollo', 'la', 'brasso', 'today']",im making pollo la brasso today
Yes,1,"['dumb', 'bitch', 'smh']", dumb bitch smh
No,2,"['dont', 'get', 'bacon', 'stuf', 'crust', 'tho', 'trash']",dont get bacon stuffed crust tho trash
No,2,"['boy', 'shot', 'albino', 'deer', 'httptcodxajbeib']",boy shot albino deer httptcodxajbeib
No,2,"['despit', 'zebra', 'red', 'rocket', 'special', 'portland', 'beat', 'jersey', 'shore', 'flopper']",despite zebra red rocket special portland beats jersey shore floppers
Yes,1,"['lol', 'imma', 'look', 'bitch', 'as', 'wan', 'na']",lol imma look bitch ass wanna
Yes,1,"['would', 'dead', 'upper', 'cut', 'bitch']",would dead upper cut bitch
No,2,"['obama', 'kill', 'twinki']", obama killed twinkie
No,2,"['lemmi', 'eat', 'oreo', 'amp', 'dish', 'one', 'oreo', 'lol']",lemmie eat oreo amp dishes one oreo lol
No,2,"['cant', 'decid', 'wear', 'yellow', 'rain', 'boot', 'purpos', 'black', 'amp', 'yellow', 'errrryth']",cant decide wear yellow rain boots purposes black amp yellow errrrything
No,2,"['hear', 'thing', 'day', 'day', 'bird']",hear thing day day birds
Yes,1,"['daiya', 'nagor', 'get', 'pussi', 'fuck', 'suck', 'cock', 'forpleasur', 'httptcoafxxoy']",daiya nagore gets pussy fucked sucks cock forpleasure httptcoafxxoy
No,2,"['chri', 'brown', 'trash']", chris brown trash
Yes,1,"['kany', 'gt', 'tupac', 'seriou', 'yep', 'bitch', 'keep', 'move']", kanye gt tupac serious yep bitch keep moving
Yes,1,"['hoe', 'gon', 'hoe', 'couldnt', 'blame', 'tammi']",hoes gon hoes couldnt blame tammy
Yes,1,"['charli', 'sheen', 'fuck', 'bos', 'httptcowdeqtbf']", charlie sheen fucking boss httptcowdeqtbf
Yes,1,"['hink', 'woman', 'forev', 'find', 'way', 'guy', 'thirsti', 'tho', 'feel', 'like', 'thier', 'pussi', 'valu', 'dont']",hink women forever find way guy thirsty tho feel like thier pussy value dont
No,2,"['alreadi', 'jeter', 'arriv', 'plenti', 'memori', 'next', 'year', 'go', 'odd', 'inde']", already jeter arrived plenty memories next year going odd indeed
Yes,1,"['let', 'bitch', 'keep', 'love', 'sosa']",let bitches keep loving sosa
No,2,"['bt', 'feat', 'torus', 'amo', 'blue', 'sky', 'radio', 'edit', 'httptcorwuxajb']",bt feat tori amos blue skies radio edit httptcorwuxajb
Yes,1,"['dont', 'listen', 'talk', 'mayb', 'youll', 'listen', 'walk', 'bitch', 'still', 'wont', 'listen']",dont listen talk maybe youll listen walk bitch still wont listen
No,2,"['hey', 'ill', 'leav', 'abbey', 'oh', 'get', 'job', 'slope', 'might', 'move', 'back', 'caus', 'id', 'lose', 'lot', 'money', 'buy', 'ticket']",hey ill leave abbey oh get job slope might move back cause id lose lots money buying tickets
Yes,1,"['freshman', 'year', 'rememb', 'like', 'yesterday', 'lowkey', 'plot', 'baddest', 'bitch', 'clown', 'as', 'nigguh', 'swoop', 'dat', 'lol']",freshman year remember like yesterday lowkey plotting baddest bitch clown ass nigguh swooped dat lol
Yes,1,"['happi', 'birthday', 'main', 'niggah', 'right', 'minut', 'dream', 'bein', 'rich', 'httptcooyxyxhz']",happy birthday main niggah right minute dreams bein rich httptcooyxyxhze
No,2,"['adult', 'human', 'skull', 'found', 'trash', 'httptcovcsnpejv']",adult human skulls found trash httptcovcsnpejv
No,2,"['hot', 'chocol', 'famou', 'amo', 'bomb', 'right']",hot chocolate famous amos bomb right
No,2,"['wib', 'play', 'next', 'fri', 'silverdom', 'ballroom', 'neillsvillewi', 'charli', 'parr', 'amp', 'hobo', 'nephew', 'uncl', 'frank', 'ticket']",wib plays next fri silverdome ballroom neillsvillewi charlie parr amp hobo nephews uncle frank tickets
Yes,1,"['bitch', 'corni', 'save', 'number', 'shit', 'hate', 'hoe']",bitches corny saving numbers shit hate hoes
Yes,1,"['need', 'loyal', 'bitch', 'goofi', 'bitch']", need loyal bitch goofy bitch
No,2,"['spent', 'good', 'twenti', 'min', 'tri', 'teach', 'bird', 'skyrim', 'theme', 'song', 'realiz', 'bird']", spent good twenty mins trying teach bird skyrim theme song realized bird
No,2,"['let', 'go', 'yanke']", lets go yankees
No,2,"['that', 'meanssom', 'kid', 'call', 'like', 'morn', 'ask', 'want', 'hit', 'slope']", thats meanssome kid called like morning asking wanted hit slopes
Yes,1,"['bitch', 'cankl']",bitch cankles
No,2,"['white', 'kid', 'black', 'kid', 'yellow', 'kid', 'hell', 'even', 'purpl', 'kid', 'carri', 'like', 'daniel', 'go', 'far']",white kids black kids yellow kids hell even purple kids carry like daniel go far
No,2,"['noth', 'get', 'done', 'moron', 'like', 'coburn', 'tri', 'ad', 'gun', 'amend', 'public', 'work', 'bill', 'push', 'back']",nothing gets done morons like coburn trying ad gun amendment public works bill push back
Yes,1,"['watch', 'woman', 'tri', 'argu', 'like', 'dick', 'actual', 'fuck', 'pussi', 'hate', 'bitch']",watch women try argue like dick actually fucked pussy hate bitches
Yes,1,"['drop', 'stack', 'caus', 'bitch', 'im', 'song', 'call', 'dope', 'download', 'mixtap', 'httptcolaczetg']",dropped stack cause bitch im song called dope download mixtape httptcolaczetg
Yes,1,"['yo', 'bitch', 'look', 'like', 'boogawolf']",yo bitch look like boogawolf
No,2,"['your', 'directli', 'descend', 'european', 'royalti', 'upper', 'nobil', 'your', 'fulli', 'human', 'your', 'common', 'gutter', 'trash']",youre directly descended european royalty upper nobility youre fully human youre common gutter trash
Yes,1,"['lol', 'caus', 'hoe', 'love']",lol cause hoes love
Yes,1,"['exactli', 'dont', 'gettin', 'addit', 'pussi', 'soft', 'as', 'tweet', 'ju', 'dude', 'lol']", exactly dont gettin additional pussy soft ass tweets jus dude lol
No,2,"['ememb', 'keep', 'skirt', 'dark', 'color', 'camouflag', 'pan', 'dimension', 'gore']",emember keep skirt dark colored camouflages pan dimensional gore
No,2,"['aint', 'never', 'orderin', 'color', 'pizza', 'stow']",aint never orderin colored pizza stow
Yes,1,"['keep', 'hoe', 'yet', 'toe', 'dont', 'tell', 'noth']",keep hoes yet toes dont tell nothing
No,2,"['also', 'hiccup', 'jihadi', 'propaganda', 'portray', 'one', 'will', 'die', 'caus']",also hiccup jihadi propaganda portray ones willing die cause
No,2,"['hate', 'cowboy', 'yanke']",hate cowboys yankees
No,2,"['okay', 'mayb', 'everi', 'evil', 'would', 'peopl', 'ive', 'encount', 'trash', 'anoth', 'bare', 'human']",okay maybe every evil would people ive encountered trash another barely human
Yes,1,"['jaim', 'dont', 'make', 'look', 'like', 'bitch', 'lmao']",jaime dont make look like bitch lmao
Yes,1,"['oscar', 'fuckin', 'roast', 'right', 'got', 'hella', 'die', 'bitch']",oscars fuckin roasts right got hella dying bitch
Yes,1,"['need', 'sum', 'hoe', 'ah', 'sum', 'cuz', 'wake', 'hella', 'email', 'goodmor', 'goodnight', 'text', 'shit', 'even', 'singl', 'text']",need sum hoes ah sum cuz wake hella emails goodmoring goodnight text shit even single text
Yes,1,"['love', 'bitch', 'wit', 'sum', 'nice', 'teeth', 'n', 'lip']", love bitch wit sum nice teeth n lips
Yes,1,"['aint', 'talk', 'onna', 'phone', 'butch', 'straight', 'text', 'ion', 'wan', 'na', 'go', 'movi', 'bitch', 'sexin']",aint talking onna phone butch straight texting ion wanna go movies bitch sexin
No,2,"['kansa', 'citi', 'httptcokuvqupwuw']",kansas city httptcokuvqupwuw
No,2,"['un', 'around', 'town', 'deliv', 'food', 'peopl', 'take', 'trash', 'perfect', 'boyfriend']",unning around town delivering food people takes trash perfect boyfriend
No,2,"['yank', 'choke', 'lost', 'strait', 'rememb']",yanks choked lost strait remember
No,2,"['let', 'dem', 'concerntrol', 'commenc', 'earnest', 'wagon', 'ho']", let dem concerntrolling commence earnest wagons ho
No,2,"['jihadi', 'keep', 'prattl', 'shot', 'today', 'think', 'apach', 'helicopt', 'mayb', 'mi']",jihadis keep prattling shot today think apache helicopter maybe mi
Yes,1,"['bare', 'as', 'cunt', 'hear']",bare ass cunt hear
No,2,"['today', 'charli', 'wilson', 'left', 'offic', 'rank', 'alongsid', 'lech', 'wasa', 'role', 'defeat', 'commun']", today charlie wilson left office ranked alongside lech wasa role defeating communism
Yes,1,"['bitch', 'drunk', 'nah']",bitch drunk nah
No,2,"['jeff', 'fisher', 'save', 'ref', 'karma', 'zebra', 'mess']", jeff fisher saved refs karma zebras messed
No,2,"['oday', 'fun', 'tuesday', 'awesom', 'v']",oday fun tuesday awesome v
No,2,"['go', 'browni', 'go', 'woof', 'woof']",go brownies go woof woof
No,2,"['y', 'visit', 'night', 'real', 'spook']",y visiting night real spook
Yes,1,"['nigga', 'magic', 'johnson', 'got', 'grade', 'faggot', 'son', 'done', 'terribl', 'shit', 'growin', 'lol']",nigga magic johnson got grade faggot son done terrible shit growin lol
Yes,1,"['eal', 'nigga', 'speak', 'sound', 'like', 'bitch']",eal nigga speaking sound like bitch
Yes,1,"['still', 'cunt']",still cunt
No,2,"['oreo', 'ice', 'cream', 'sandwich', 'httptcohaxach']", oreo ice cream sandwiches httptcohaxach
Yes,1,"['messi', 'think', 'ronaldo', 'bitch', 'couldnt', 'even', 'make', 'group', 'ahaaaaa']",messi thinking ronaldo bitch couldnt even make group ahaaaaa
No,2,"['luh', 'lick', 'middl', 'like', 'oreo']",luh lick middle like oreo
Yes,1,"['xavier', 'hoe', 'never', 'lookin']",xavier hoe never lookin
No,2,"['littl', 'girl', 'tom', 'sawyer', 'get', 'trap', 'cave', 'along', 'injun', 'joe', 'almost', 'die', 'injun', 'joe', 'die', 'find', 'treasur']",little girl tom sawyer gets trapped cave along injun joe almost die injun joe dies find treasure
Yes,1,"['someon', 'tell', 'hoe', 'turn', 'lion', 'king']",someone tell hoe turn lion king
Yes,1,"['let', 'bitch', 'say', 'got', 'small', 'dick', 'god', 'ill', 'whip', 'shit', 'show', 'everyon', 'room', 'got', 'bless']",let bitch say got small dick god ill whip shit show everyone room got blessed
No,2,"['cute', 'rt', 'shi', 'bunni', 'httptcozunpordz']", cute rt shy bunny httptcozunpordz
Yes,1,"['ail', 'light', 'give', 'fuck', 'rollin', 'bitch', 'wit', 'da', 'head', 'light']",ail light giving fuck rollin bitch wit da head lights
No,2,"['use', 'pictur', 'come', 'wadi', 'fob', 'sharana', 'barrel', 'brandi']",used picture coming wadi fob sharana barrel brandy
No,2,"['yellow', 'pari', 'fantast', 'effort', 'last', 'stage', 'grab']",yellow paris fantastic effort last stage grabs
Yes,1,"['lol', 'bitch', 'stagger', 'drunk']",lol bitches staggering drunk
Yes,1,"['momma', 'sister', 'goodby', 'bitch', 'time']",momma sisters goodbye bitch time
Yes,1,"['looki', 'folk', 'im', 'chocol', 'thick', 'natur', 'hair', 'femal', 'nudestrash']", lookie folks im chocolate thick natural haired female nudestrash
Yes,1,"['mani', 'bitch', 'enough', 'adult']",many bitches enough adults
Yes,1,"['wasnt', 'born', 'last', 'night', 'know', 'hoe', 'aint', 'right']",wasnt born last night know hoes aint right
Yes,1,"['one', 'time', 'high', 'school', 'girl', 'told', 'friend', 'need', 'proactiv', 'told', 'need', 'weight', 'watcher', 'hahaha', 'bitch']",one time high school girl told friend needed proactive told needed weight watchers hahaha bitch
No,2,"['charger', 'raider', 'trash']",chargers raiders trash
Yes,1,"['seen', 'scoobi', 'hoe', 'nigga', 'garden']",seen scooby hoe niggas gardens
No,2,"['post', 'new', 'song', 'guala', 'httptcojqrbgyqh']",posted new song guala httptcojqrbgyqh
No,2,"['love', 'bird', 'chirp', 'morn']", love birds chirping morning
Yes,1,"['california', 'chrome', 'bitch']", california chrome bitches
Yes,1,"['lolololol', 'hoe', 'nyyc', 'one']",lolololol hoe nyyce one
No,2,"['msnbc', 'news', 'show', 'opinion', 'amp', 'right', 'wing', 'talk', 'point', 'joe', 'nation', 'pbo', 'u', 'teabagg']",msnbc news show opinion amp right wing talking points joe nation pbo u teabaggers
No,2,"['princip', 'shld', 'asham', 'look', 'poor', 'color', 'kid', 'made', 'smart', 'prop']",principal shld ashamed look poor colored kids made smart props
No,2,"['idk', 'realli', 'man', 'sure', 'trash', 'rapper']", idk really man surely trash rapper
No,2,"['ash', 'talk', 'win', 'championship', 'your', 'bore', 'dude']",ash talk win championships youre boring dude
No,2,"['lmao', 'bel', 'ike', 'nowaday']",lmao bel ike nowadays
No,2,"['fantasi', 'squad', 'trash']",fantasy squad trash
Yes,1,"['woww', 'nigga', 'cant', 'hit', 'u', 'bitch', 'line', 'ask', 'u', 'doin', 'nomo']", woww niggas cant hit u bitches line ask u doin nomo
Yes,1,"['bitch', 'thought']", bitch thought
No,2,"['new', 'orlean', 'still', 'trash']", new orleans still trash
No,2,"['onight', 'sole', 'purpos', 'thoroughli', 'intox', 'night', 'class', 'mayb', 'deserv']",onight sole purpose thoroughly intoxicated night class maybe deserve
Yes,1,"['lt', 'poke', 'littl', 'pussi', 'stick', 'curl', 'littl', 'ball', 'like', 'pill', 'bug']",lt poked little pussy stick curled little ball like pill bug
Yes,1,"['pussi', 'as', 'bitch']",pussy ass bitches
Yes,1,"['got', 'mani', 'hors', 'hoe', 'say', 'gorgeou', 'tha', 'air', 'dat', 'door', 'i']",got many horses hoes say gorgeous tha air dats doors issssss
No,2,"['unintend', 'consequ', 'current', 'fed', 'regul', 'tray', 'uneaten', 'food', 'thrown', 'trash', 'hungri', 'kid', 'httptcoaamjhhowi']",unintended consequences current fed regulations trays uneaten food thrown trash hungry kids httptcoaamjhhowy
No,2,"['adam', 'henriqu', 'clean', 'trash', 'front', 'net', 'tie', 'game', 'left', 'regul']", adam henrique cleans trash front net tying game left regulation
Yes,1,"['woman', 'yell', 'caus', 'im', 'drink', 'beer', 'bitch', 'im', 'fuck', 'vacat']", woman yelled cause im drinking beer bitch im fucking vacation
Yes,1,"['ihat', 'mad', 'bitch', 'glad', 'one']",ihate mad bitches glad ones
Yes,1,"['girl', 'talk', 'hate', 'sleep', 'alon', 'well', 'bitch', 'better', 'buy', 'damn', 'teddi', 'bear']", girls talking hate sleeping alone well bitch better buy damn teddy bear
No,2,"['smoke', 'isnt', 'game', 'could', 'get', 'kill', 'monkey', 'see', 'monkey', 'dooo', 'dont', 'smoke', 'smoker', 'yall', 'reason']", smoking isnt game could get killed monkey see monkey dooo dont smoke smoker yall reason
Yes,1,"['mayb', 'nobodi', 'like', 'your', 'bitch']", maybe nobody likes youre bitch
No,2,"['mass', 'gop', 'govelect', 'charli', 'baker', 'driver', 'licens', 'illeg', 'alien', 'gt', 'httptcovklymjwj']", mass gop govelect charlie baker drivers licenses illegal aliens gt httptcovklymjwjs
Yes,1,"['say', 'pedophil', 'promot', 'dolt', 'lmao']",says pedophile promoting dolt lmao
Yes,1,"['shouldnt', 'live', 'rt', 'stank', 'pussi', 'never', 'ate']",shouldnt living rt stank pussy never ate
No,2,"['egypt', 'r', 'muzzi', 'bro', 'still', 'run', 'thing', 'tad', 'better', 'certainli', 'respector', 'dem', 'though']",egypt r muzzie bros still running things tad better certainly respectors dem though
No,2,"['helmet', 'destini', 'trash', 'wish', 'could', 'rock', 'invis', 'bubbl', 'instead', 'hunter', 'look', 'like', 'robocop']",helmets destiny trash wish could rock invisible bubble instead hunters look like robocop
No,2,"['accident', 'ate', 'pot', 'browni', 'guess', 'goe', 'pledg', 'drug', 'free', 'life', 'lolz', 'lmao']",accidentally ate pot brownie guess goes pledge drug free life lolz lmao
Yes,1,"['lol', 'feel', 'like', 'punk', 'bitch', 'sittin', 'light']",lol feel like punk bitch sittin lights
Yes,1,"['ima', 'pull', 'eat', 'pussi', 'dip']", ima pull eat pussy dip
Yes,1,"['homi', 'got', 'bitch', 'rocken']", homie got bitch rocken
Yes,1,"['bought', 'bitch', 'mozzarella', 'stick', 'bitch', 'love', 'mozzarella', 'stick']",bought bitch mozzarella sticks bitches love mozzarella sticks
No,2,"['settl', 'ding', 'dong', 'far', 'superior', 'twinki']", settled ding dong far superior twinkie
Yes,1,"['doesnt', 'wife', 'bitch', 'httptcotvrczoo']",doesnt wife bitches httptcotvrczooe
Yes,1,"['need', 'bitch']",need bitches
No,2,"['video', 'made', 'porn', 'actress', 'sexi', 'capri', 'anderson', 'kiss', 'video', 'charli', 'sheen', 'httptcovthr', 'via']",video made porn actress sexy capri anderson kissing video charlie sheen httptcovthr via
No,2,"['everyon', 'el', 'parent', 'use', 'refer', 'power', 'puff', 'girl', 'powder', 'puff', 'girl', 'mine', 'except', 'retard']",everyone elses parents use refer power puff girls powder puff girls mine exceptionally retarded
Yes,1,"['nigga', 'drink', 'gatorad', 'like', 'dumas', 'hot', 'lol', 'bitch', 'drink', 'water']",nigga drinking gatorade like dumass hot lol bitch drink water
No,2,"['throw', 'away', 'paperbal', 'perfectli', 'trash', 'httptcoehp']", throw away paperball perfectly trash httptcoehps
No,2,"['idea', 'diet', 'eat', 'regular', 'oreo', 'instead', 'doubl', 'stuft', 'takin', 'half', 'cooki', 'still', 'dip']", idea diet eating regular oreos instead double stuft takin half cookie still dip
Yes,1,"['whenev', 'came', 'school', 'fresh', 'took', 'hella', 'bathroom', 'break', 'hoe', 'could', 'check']",whenever came school fresh took hella bathroom breaks hoes could check
No,2,"['without', 'serg', 'bird', 'chirp', 'sun', 'burn', 'grass', 'grow', 'world', 'turn', 'moon', 'glow', 'river', 'flow', 'die', 'without', 'serg']",without serge bird chirps sun burns grass grows world turns moon glows river flows die without serge
Yes,1,"['two', 'bad', 'bitch', 'give', 'head', 'dam', 'time', 'lol', 'httptcotxxiddohd', 'aww']", two bad bitches giving head dam time lol httptcotxxiddohd aww
No,2,"['feel', 'see', 'noth', 'wrong', 'gta', 'kill', 'bc', 'sole', 'purpos', 'game']",feel see nothing wrong gta killing bc sole purpose game
No,2,"['laker', 'go', 'trash', 'season', 'cant', 'wait']",lakers going trash season cant wait
Yes,1,"['fuck', 'raptor', 'fun', 'tranni', 'fail', 'k', 'mile']",fuck raptor fun tranny fails k miles
No,2,"['wan', 'na', 'eat', 'weed', 'browni', 'ask', 'self', 'realli', 'wan', 'na', 'spend', 'countless', 'hour', 'watch', 'documentari', 'sea', 'tu']", wanna eat weed brownies ask self really wanna spend countless hours watching documentary sea tu
Yes,1,"['pop', 'life', 'what', 'fame', 'bitch', 'stalk', 'life', 'bitch', 'aint', 'thang']", popping life whats fame bitches stalking life bitches aint thang
Yes,1,"['oh', 'im', 'nasti', 'smoke', 'cigarett', 'your', 'nasti', 'wash', 'behind', 'ear', 'everyday', 'stupid', 'littl', 'bitch']",oh im nasty smoking cigarettes youre nasty washing behind ears everyday stupid little bitch
Yes,1,"['dude', 'girlfriend', 'mom', 'trash', 'wed', 'mope', 'folk', 'rock']", dude girlfriends mom trashes wedding mopes folk rock
